people_trapped,injured_people,critical_injuries,children_elderly,water_level,building_damage,hours_trapped,communication_available,severity_score,severity
18,1,0,1,6.306182374246662,2,3.2729898230552177,1,100.0,CRITICAL
9,8,7,2,8.763690737434171,5,12.154224612062219,0,100.0,CRITICAL
7,4,3,3,1.6231203947442463,2,0.5786458304790294,1,100.0,CRITICAL
1,0,0,5,4.835460063837368,0,12.02395964889767,1,68.91160188034497,HIGH
13,13,6,8,9.787867402332079,1,0.2274925643179122,0,100.0,CRITICAL
4,2,2,0,3.3102738887805074,0,14.457960997532759,1,100.0,CRITICAL
2,1,1,3,4.911029156175392,4,7.4882382588190834,1,100.0,CRITICAL
10,1,1,3,6.938022067395878,0,1.9983586287899593,1,100.0,CRITICAL
5,4,0,5,4.217262782232326,4,18.740199062446617,0,100.0,CRITICAL
3,0,0,0,7.175396183594437,2,9.358203017504021,1,61.29222441491491,HIGH
5,2,1,8,1.4765426187810748,1,10.6564814841947,0,100.0,CRITICAL
11,11,0,0,2.3059705478547086,3,8.987488786821267,0,100.0,CRITICAL
18,13,0,9,3.8689138928685862,1,2.007128469388465,1,100.0,CRITICAL
2,2,0,0,9.839057440196909,4,11.03801433370749,0,100.0,CRITICAL
16,7,2,2,3.4877470408917652,1,15.970512531377764,1,100.0,CRITICAL
18,11,6,0,9.155414654178541,5,21.681029270224577,0,100.0,CRITICAL
6,2,2,3,8.74874383912515,2,18.33127387305749,1,100.0,CRITICAL
15,8,2,6,7.558050558484318,0,1.9029213148797082,0,100.0,CRITICAL
12,9,2,8,3.703451839154903,4,3.9793002634915453,1,100.0,CRITICAL
4,3,2,3,3.304422147666668,4,1.0758296774401135,0,100.0,CRITICAL
12,2,0,5,6.396930465868197,4,2.8653497676091533,0,100.0,CRITICAL
11,6,6,1,2.325648846521969,2,11.532660756323335,1,100.0,CRITICAL
9,0,0,6,3.6051712123240334,1,5.27376062834276,0,85.33730175139608,CRITICAL
1,0,0,7,8.151346119567535,4,15.550473759971432,0,100.0,CRITICAL
18,15,9,2,2.107149882202002,3,0.7767919834512123,1,100.0,CRITICAL
6,2,2,0,8.281213461656236,4,20.57391233740223,0,100.0,CRITICAL
12,6,4,1,5.52011540573016,1,16.263370240892655,0,100.0,CRITICAL
3,3,1,1,5.115661608737071,1,23.257867891250648,0,100.0,CRITICAL
1,0,0,5,6.136199812516852,3,22.86792689181314,0,100.0,CRITICAL
7,0,0,6,6.314163853966814,0,16.630229470549846,0,100.0,CRITICAL
18,13,4,4,5.583343387984856,4,3.7930594636750206,0,100.0,CRITICAL
12,9,8,9,7.014292073791931,1,5.3299808781691285,1,100.0,CRITICAL
16,10,7,0,3.580158814319719,3,6.661967609244814,0,100.0,CRITICAL
7,2,0,4,8.107251943517227,3,10.240179145241672,0,100.0,CRITICAL
17,6,0,7,2.212049328855911,2,13.700940343357228,1,100.0,CRITICAL
4,2,1,9,7.143402532065306,1,16.38239985908849,0,100.0,CRITICAL
10,2,2,1,3.8541667835819435,5,1.8152937306933161,1,100.0,CRITICAL
6,6,5,7,6.948613012790274,1,14.653157438446772,0,100.0,CRITICAL
2,2,1,5,0.3242338963529312,1,1.4204835226673458,0,81.68577152992543,CRITICAL
4,4,4,0,3.9029317311977074,2,19.848630202763918,1,100.0,CRITICAL
18,8,2,9,9.631217115959586,5,0.9701996180988024,0,100.0,CRITICAL
1,0,0,8,5.728672656001615,3,9.361141311149328,0,100.0,CRITICAL
1,0,0,7,4.993144277359619,3,10.079565196251785,0,100.0,CRITICAL
16,11,7,4,2.4744156936171735,0,13.689261044947942,1,100.0,CRITICAL
13,6,0,3,4.914906706533467,3,2.290739987455992,0,100.0,CRITICAL
14,10,1,0,8.234083051006083,5,22.394498705032785,0,100.0,CRITICAL
11,3,2,1,3.384347464806572,1,9.196953759067515,1,100.0,CRITICAL
8,0,0,4,5.648824984713244,2,9.50875805280642,1,100.0,CRITICAL
10,5,0,4,6.735555751577037,5,5.8340872694592,0,100.0,CRITICAL
16,16,14,7,4.008740126693157,5,18.737207889874075,1,100.0,CRITICAL
7,0,0,4,2.830391797540479,5,0.18627441934649802,1,93.24334530116256,CRITICAL
5,0,0,4,1.5557205385998651,0,2.5488985701698947,0,63.20926914868029,HIGH
10,0,0,2,1.0119142636995193,3,11.298282988354028,0,100.0,CRITICAL
18,11,0,6,2.410992345614753,2,23.23917458999469,0,100.0,CRITICAL
7,3,0,5,0.1954023715396347,4,0.8541057967097068,1,99.8303863982008,CRITICAL
4,3,0,4,7.60166277565917,3,1.4878041048246295,0,100.0,CRITICAL
10,0,0,1,1.1176880760670227,2,17.157422998233727,1,94.02165890955015,CRITICAL
18,3,1,3,8.989817948903895,1,17.650694703300477,0,100.0,CRITICAL
18,7,3,2,5.1070795171547845,5,21.52648190034865,1,100.0,CRITICAL
3,3,0,6,4.569578431652424,5,13.839107652390183,1,100.0,CRITICAL
13,2,1,8,0.6478170086170643,4,9.685203909248802,0,100.0,CRITICAL
14,2,2,2,1.3333088306285423,0,10.825785042501526,0,100.0,CRITICAL
14,9,8,6,8.567577609958478,0,10.356363977568298,1,100.0,CRITICAL
1,0,0,8,6.727712668658937,1,23.36487985591115,1,100.0,CRITICAL
5,2,1,4,0.9453770958581953,2,9.122104750573033,1,89.47086526770414,CRITICAL
10,5,1,7,6.811691708367382,4,2.3056149878067416,0,100.0,CRITICAL
14,12,9,7,1.3095503688715415,3,6.951018103521906,1,100.0,CRITICAL
19,18,12,6,7.326136919573142,1,23.0421217990852,1,100.0,CRITICAL
7,5,4,0,9.445657425573943,5,10.277916054148143,1,100.0,CRITICAL
15,9,9,4,7.583487422335161,5,7.585774737760201,0,100.0,CRITICAL
9,6,2,9,8.238111448139419,1,7.458097045515426,1,100.0,CRITICAL
10,5,0,8,6.206160331520877,1,0.21755048651596187,0,100.0,CRITICAL
8,5,4,8,0.0371347559670987,1,15.194827561516025,1,100.0,CRITICAL
9,1,1,5,7.85196437407171,3,17.382487188072194,1,100.0,CRITICAL
11,10,1,7,4.041035083868563,1,8.470821619669135,0,100.0,CRITICAL
8,3,1,3,8.730462743486733,0,20.946992023059266,0,100.0,CRITICAL
18,16,9,8,5.727980826348215,0,17.829377991275436,1,100.0,CRITICAL
5,1,1,1,1.9156457304200958,5,14.420869799614735,1,100.0,CRITICAL
8,4,4,1,0.5486892608999228,1,16.891601748094523,1,100.0,CRITICAL
2,0,0,6,5.5509039948910734,5,18.466862030152292,1,100.0,CRITICAL
18,9,1,3,5.66860511085983,2,12.649197026759492,0,100.0,CRITICAL
19,2,1,3,8.600676933004141,0,9.547222274592698,0,100.0,CRITICAL
18,18,1,1,0.38752234796271656,4,3.017131955392964,0,100.0,CRITICAL
16,3,3,8,8.212582799603819,5,9.71867284215302,1,100.0,CRITICAL
4,3,0,1,4.056335697188937,2,13.202301495136055,0,100.0,CRITICAL
17,9,1,8,5.2833786550220365,1,22.748738143778425,1,100.0,CRITICAL
6,2,0,4,5.33390727649823,3,3.7174789372698935,0,100.0,CRITICAL
12,7,6,4,3.8232597415193537,5,18.1670107917954,0,100.0,CRITICAL
7,2,2,6,1.860016553421724,2,5.776889898995262,0,100.0,CRITICAL
14,11,4,4,0.7882304096514747,4,22.96814651210555,1,100.0,CRITICAL
12,4,2,5,2.069903109598389,5,14.27538488189817,0,100.0,CRITICAL
2,0,0,2,7.142645762340863,2,10.386791812535556,0,85.14300808653466,CRITICAL
4,2,2,2,6.822610774532164,0,8.323809779669446,0,100.0,CRITICAL
8,6,6,2,6.754210361580787,0,4.847580929284017,1,100.0,CRITICAL
10,10,9,0,9.076895495664157,3,17.1479442085562,0,100.0,CRITICAL
17,14,10,2,4.568713102840597,5,15.263236027091988,0,100.0,CRITICAL
7,2,1,3,7.591372711709572,5,21.363725846462657,0,100.0,CRITICAL
10,8,4,5,6.682157127197883,2,14.33612015026186,1,100.0,CRITICAL
17,6,4,3,9.370378718676752,5,4.075292124050507,1,100.0,CRITICAL
16,15,2,2,6.698006777816837,5,16.388007292644843,1,100.0,CRITICAL
13,4,1,7,1.8022327398613247,3,21.0910466948018,1,100.0,CRITICAL
18,18,3,4,7.4424798833515755,2,23.771096860987242,0,100.0,CRITICAL
5,4,3,2,3.5797551818460804,1,16.441583454500936,1,100.0,CRITICAL
8,4,0,3,2.5499006114757594,2,6.948862506738153,0,100.0,CRITICAL
7,0,0,3,2.7815440936927116,5,13.569163257656122,0,100.0,CRITICAL
18,13,8,2,8.250789823386754,2,12.359614580065049,1,100.0,CRITICAL
6,6,5,8,4.528509872908593,1,12.287486955216975,0,100.0,CRITICAL
13,1,0,3,4.691002738025,4,1.8868771585161017,1,100.0,CRITICAL
9,9,0,7,0.10685071042197292,0,4.6691008551067075,0,100.0,CRITICAL
8,5,2,8,2.7015449904708264,2,12.57878567066432,0,100.0,CRITICAL
12,9,1,6,8.833775594970907,3,19.156364990188067,0,100.0,CRITICAL
10,5,0,2,4.980687645076543,1,4.36287405592274,1,100.0,CRITICAL
7,7,1,0,4.16383456701909,4,3.9427554028613834,1,100.0,CRITICAL
7,6,2,8,0.7397782579362788,0,18.236526997886468,1,100.0,CRITICAL
17,9,9,3,2.9340904885975383,0,16.573296417769313,1,100.0,CRITICAL
5,3,1,2,1.3120469028617887,3,11.642595815872724,0,100.0,CRITICAL
10,10,7,6,1.6440602720270514,4,1.208686139920859,1,100.0,CRITICAL
15,14,9,9,3.38818253330749,3,11.344358676940779,1,100.0,CRITICAL
13,11,7,8,0.6709369201830229,0,20.03644843784332,0,100.0,CRITICAL
14,8,7,6,7.782807696437336,5,0.25491612458823454,1,100.0,CRITICAL
17,8,3,8,6.218584863861594,2,2.4625542982544966,1,100.0,CRITICAL
7,1,0,6,7.997421440466644,1,19.42406696202385,1,100.0,CRITICAL
4,0,0,7,3.478445286166961,1,12.603646295763408,0,100.0,CRITICAL
9,2,1,7,2.2216413279758362,3,15.894407428341731,0,100.0,CRITICAL
19,9,7,7,5.899965553124953,2,17.881243992849612,1,100.0,CRITICAL
14,7,1,1,0.21945421094128115,0,7.204991156883528,1,100.0,CRITICAL
3,3,2,1,0.8902281943250612,1,7.149009303953722,1,78.88523535420525,CRITICAL
4,4,4,1,7.4146152131215315,1,6.334937801570033,1,100.0,CRITICAL
2,0,0,6,8.873886260985156,3,4.01411356489568,0,100.0,CRITICAL
8,4,4,7,2.05477065710972,4,7.313851396658418,1,100.0,CRITICAL
2,2,1,9,7.909932845727572,1,22.86792805488057,1,100.0,CRITICAL
4,1,0,0,3.8365988585481556,5,2.0634305636707655,0,93.6395329092513,CRITICAL
2,0,0,7,4.159283892309707,3,5.77526691295222,1,82.83173554343318,CRITICAL
4,1,0,7,8.84019374276394,0,7.632418119494032,0,100.0,CRITICAL
9,4,0,4,6.210403328996639,1,3.691583284628277,1,100.0,CRITICAL
2,1,0,2,8.119253730380171,3,1.8576378317284359,1,81.0604643684358,CRITICAL
17,1,0,0,7.757664409267361,4,3.884588057118351,0,100.0,CRITICAL
1,1,0,3,5.740920000818251,2,12.66717715075579,1,94.22286041743465,CRITICAL
6,0,0,6,7.478580879466145,1,14.322059855091098,1,100.0,CRITICAL
16,15,7,6,7.082082251915852,3,5.166135445687049,1,100.0,CRITICAL
4,3,0,4,4.802835052168258,2,12.091291312732796,1,100.0,CRITICAL
5,4,0,5,1.518379051980846,4,0.1495101478327916,0,100.0,CRITICAL
5,0,0,8,2.6637685800229316,5,14.448446328170487,1,100.0,CRITICAL
9,0,0,6,3.7637498387327772,1,0.03131233137044731,0,78.47204109476581,CRITICAL
5,0,0,1,5.866889924021793,3,15.42663964545975,0,100.0,CRITICAL
2,0,0,1,2.9777688197415744,2,11.599709710900662,1,66.15259545081288,HIGH
7,3,0,1,2.053652058105695,0,2.6225773050990444,1,70.050292841608,HIGH
15,10,1,1,0.3554886211172881,0,2.1217117864087225,0,100.0,CRITICAL
8,2,2,4,2.125246817554798,3,0.16536104537988816,0,100.0,CRITICAL
3,3,3,9,5.390787497558121,2,13.239476433781062,1,100.0,CRITICAL
11,1,1,4,1.3962135774734685,0,19.357185073184016,1,100.0,CRITICAL
10,9,6,7,0.2935556570916409,1,20.557049969658838,1,100.0,CRITICAL
4,3,0,4,0.7469223410808334,3,13.661695312264746,1,91.09933338213467,CRITICAL
12,2,2,7,9.521055368624197,4,21.292027511309158,1,100.0,CRITICAL
13,1,0,5,0.3547225583836833,5,20.687508364956887,1,100.0,CRITICAL
7,2,1,9,4.723342698067945,1,16.757343002051698,0,100.0,CRITICAL
19,10,6,3,6.882739655912853,3,8.713993944159448,1,100.0,CRITICAL
16,10,10,9,2.2311587636576933,0,19.85261530312826,1,100.0,CRITICAL
10,9,5,3,9.641848397424862,4,9.4002358629064,1,100.0,CRITICAL
7,1,0,2,0.22703275268021184,1,9.678346667959016,1,57.07158725348334,HIGH
3,3,2,8,8.800925386560133,5,16.27380173869675,0,100.0,CRITICAL
2,0,0,4,3.914985308062997,2,22.270048439928928,1,100.0,CRITICAL
1,1,1,7,3.8383543134332667,4,12.000474709108094,1,100.0,CRITICAL
16,12,0,3,4.722097547171153,5,4.253077537342988,1,100.0,CRITICAL
13,6,0,2,9.714027486266502,0,3.418876864510766,1,100.0,CRITICAL
3,0,0,5,6.2808547168834465,5,7.253723026425509,0,100.0,CRITICAL
14,2,2,5,8.785733809202013,4,10.983709641641589,1,100.0,CRITICAL
18,11,10,5,0.278256739082271,0,7.1438962854302375,0,100.0,CRITICAL
11,4,2,1,8.969400254487889,3,17.086028091759342,1,100.0,CRITICAL
19,4,4,5,2.134609977831908,5,13.02364978105246,0,100.0,CRITICAL
3,0,0,4,3.1495840404508657,1,9.761555398709238,0,59.701992483443526,HIGH
2,2,0,4,0.736078247289853,5,5.121719073085462,0,100.0,CRITICAL
6,6,2,2,9.150751110730118,3,14.529957298574104,1,100.0,CRITICAL
4,3,0,4,5.2610401270836205,4,16.17840435578721,0,100.0,CRITICAL
13,13,8,9,0.9007510428258303,3,18.820096294026506,0,100.0,CRITICAL
8,0,0,0,3.9743706485582884,1,23.780314389544674,1,100.0,CRITICAL
15,5,3,0,3.811687405323174,4,5.551885284449894,1,100.0,CRITICAL
1,1,0,6,0.5082661881054296,3,0.36268506217454544,1,72.09693094488692,HIGH
16,5,0,9,3.4762499963701865,5,12.010666012128334,1,100.0,CRITICAL
5,2,2,6,2.928973302630966,3,22.17611723158506,0,100.0,CRITICAL
13,13,5,8,9.194652474201128,3,5.970271091308959,1,100.0,CRITICAL
