population,current_stock,daily_consumption,incoming_supply,people_per_unit,hours_until_shortage
6700,36270.40658948294,500.1609626227514,11529.888136880953,2.282084080163887,2294.131541390875
3851,2547.450609055424,1865.9207230297811,14412.28130819816,1.9333497795903714,217.75437887486973
1113,2021.8997202507849,8587.046565638564,10457.192117699136,2.8201058297577974,33.97705671264762
4767,23407.70704852118,6894.36707496547,16000.742298038891,1.7861741472084398,132.46923122298244
7772,33996.36458566302,4306.591541986036,16146.361416572994,1.9093480886211098,273.99452047295597
14775,30880.979742413787,4987.213418062154,930.2427293874738,2.6979962498643904,152.11704974943308
8697,32072.15301431934,2632.4537995824717,4072.8158911555747,2.036889438762947,327.0093187012276
13845,8703.037148663334,9628.245357612212,3870.2583399204027,1.5939679243857463,27.032913796691595
19852,27167.397744722883,3495.999073165458,6448.335198667674,1.1339294148258325,230.58074698582837
12393,19207.17538850053,3860.6899375257135,9527.281616481425,2.9137398811448727,184.24046075141737
19403,5969.520793575398,4743.774125294529,14700.60345641447,2.4275471259115013,101.257859330953
10323,6839.101814051315,2215.1199678693206,6010.952380887246,0.706950615075765,144.13265242978815
12488,32444.499038065638,2045.2217658801728,13024.408040393882,0.8132809531265832,531.6238285087798
1055,47882.421543828044,6046.340410986793,17224.197303384484,1.013396248864779,260.4032410026038
11605,5761.837446369132,7769.524962513135,8950.109120718012,1.092408887498623,41.78307226247255
13392,24997.07643824693,7546.480966116644,13146.236786533065,2.112700041461017,125.31935911736257
4842,12772.35817280395,5699.557844474444,16953.356251407935,1.8324799214212248,124.48461934958354
7416,14439.607450284522,6425.317124968457,14498.07674210855,1.0895256704121672,111.76696660296125
9008,11610.486199916038,5680.549781950662,2068.516181246951,0.8739973171396066,57.93822933819659
9445,27511.728262683657,8761.782029064525,3034.182144797759,2.2294823194584286,81.4975342286583
16207,3307.2923612257086,3935.6412896658444,1643.8532388750348,0.631425075521524,25.394407454561627
11838,37253.620843964476,1320.6152125889978,5645.134102960076,1.048107927598944,782.4779222172276
19171,30533.132697043464,4411.405987340561,79.48148663900368,1.2393154143131109,166.92694572308574
19158,19549.133584901192,8720.837562778617,12193.250302710985,0.953222565220621,86.72059563010032
11631,11283.588450136695,9017.741752137978,530.6296762995677,1.9352154479968435,27.100997071228335
17993,27047.806402631577,5935.9285343728425,8975.536692577374,2.2928031326897,146.26021788480875
19868,47780.06193028485,716.1608491039271,9873.476315949425,1.518427062323132,1932.677982725115
8127,35551.25409883922,7251.319561213127,12909.195988207763,0.9165560642501293,156.37003023720195
4664,14328.10407097211,6565.178321476412,4787.007984679179,1.5034956202791583,73.21777367641953
1885,37274.43307988905,4571.718537945096,17355.695917744197,1.6647150422710897,283.4654127052434
10709,25450.0247101541,1713.7088284160445,10084.569904409087,2.699384008580999,496.40424196291127
13987,2876.873138187405,6104.017067177899,13802.852407786591,1.8289525829048991,59.192993755028326
2233,31068.037480882555,4874.780069331081,6922.411732518767,0.6430866826548571,186.8522653725653
2077,12077.785180916891,698.2090398478636,5339.793148152383,2.9454593586843028,596.6074454994445
7240,20778.113644874866,4038.283717420413,11680.495532641238,0.9718662564442916,196.1394653893733
8506,24184.14595034019,9393.088798844941,17904.876460057923,1.8209327624105756,105.1451914185608
17624,40065.74000458359,4173.632345953769,14344.987832446664,1.3534293118959422,311.5639162227458
11292,29213.386946622395,4351.1971199248865,13976.076028889282,2.2454149969930937,242.58384454443336
10546,17334.772531619572,5618.6120394287,9878.173069644616,0.9770653100019138,117.44570256182858
2978,33033.80561202942,3041.546733579993,138.49491425431015,1.7811081684629657,260.4718835277075
14162,10008.706429474942,828.006717783986,17573.442714572517,1.785511341042211,795.2579259007929
3463,41228.238928012484,6052.52405281232,4822.677766944483,2.127630721568689,182.74510288509032
3791,10470.799387976553,5001.20976758582,9481.775724205181,1.9550956745203187,93.73823920161664
11316,28147.32551817853,6864.0955729594525,3857.5900017093436,0.8148247440063617,111.07491730788726
19133,10653.84312264127,4816.482832876339,16279.18608603047,2.2356157294131473,134.10941760056076
4293,16615.369835477875,2548.615185745071,673.4175307559353,1.657637825151574,168.608122958566
2960,21413.179198650512,3905.305136636707,13127.359165234118,0.9687256100216655,209.97293776048468
8050,18687.26709675476,233.6714251177587,972.0261658049267,1.5002743707534583,2019.5195696039593
12313,46726.39404742447,1636.0141351727655,18364.593283328806,1.4233379818827756,951.6553470565569
17500,11562.79195131456,7881.489107539909,1099.0169715517939,1.6085599964503687,41.6660322895821
18869,9417.416881606334,9323.554250554234,17795.775269508886,2.736621191193432,69.2696220784907
15810,26118.048872911062,3714.7026338940327,5041.729438626267,2.6789187929096165,197.79422197151737
19680,47471.341654655254,9281.79986689421,13063.517144582409,0.5601323422645526,155.439816214839
9406,25414.77591862964,6391.1609729806605,12738.604880784029,1.7826650735411638,146.26892834236688
11974,47989.036612063974,2876.600417098363,17034.138135088713,0.6834119993536851,538.320573835462
9209,9922.592487970784,6037.565711353688,8056.722054953358,0.590879374128236,74.4021690229998
11964,1007.6907959051144,8100.34260245499,10583.894943785113,1.0280818876225923,31.854945508625438
18865,15495.78763246405,7879.884137524949,7706.820522302744,2.91398048928963,71.17280401351003
13663,32090.82641260815,8862.508123904285,13109.140306589326,2.8271968425976644,126.25372263956858
3614,29806.47548958426,7893.121776159883,6213.085583166533,2.2831552007043845,110.29684966647157
9398,12465.361006772613,6985.867933487911,12803.76632694219,1.2716516294058953,87.30677032906563
2795,33247.92049251156,3898.6427020982474,15066.263999249337,1.028479115171282,296.88715486956073
14176,41597.24221218454,1879.3978955546509,2598.67909567751,0.9283955482718147,560.325191766066
9472,34516.22030321695,1215.2969863688531,7594.355563305333,0.5535193676550392,832.3085070293448
16563,36528.9489669596,8145.441100695248,700.6131218397637,1.6009019619883886,110.6692470285989
6178,15726.535947150218,7690.645028680942,1818.574701914335,2.0156741679838692,54.018002590034726
8962,26695.811355279977,8954.926869855402,957.0820211677078,1.985662407246041,68.68685944275381
4152,2613.913026920802,799.4358646264602,14109.458806327006,2.253884311496972,501.4494728909947
13413,18274.52626619359,6389.507417626996,19597.586559792595,1.7766335637526414,140.4749933581438
6425,40878.27621152284,7232.633739871337,12231.14298042076,1.8342243724414027,171.82434213558844
5861,39610.42476027776,4184.295795527549,6787.908820618427,2.898468829581726,265.72427590848577
6737,47069.60196201361,5361.085785589973,15447.190267870243,1.911340576755178,277.0031883891225
13775,48453.7795099088,5015.9087207335615,10161.707167848717,2.6846868567667537,280.2952646254571
13082,48647.289600123964,4405.936538232406,2770.1320515680572,0.8112925615561535,279.13865470864596
12528,8290.37445373754,2977.1026847146554,17925.438428606976,2.565760588152203,209.4655583331171
15879,6471.362933275637,9891.181182432883,2519.88707350183,2.2211796425227432,18.065660802457355
13549,43816.572421264646,8845.371753254776,19530.618077170664,0.514460494981984,176.25219959324
6023,19465.30684045106,7887.084205867946,7239.235354170379,1.0262579105993324,84.26845838225158
16656,18180.576664570443,8434.480307861022,14539.96396629916,1.0382169308463236,90.48437005091603
19350,26916.776097008486,8389.684140788986,19187.315419452563,1.493281302323583,132.20546502593706
11155,22844.916513717133,840.3151521214234,11869.308482275232,1.4790408850841448,992.5862640202205
3707,11540.504513599439,5790.102239022423,19516.458467211563,1.3731223920336528,130.12311985008975
3210,42308.31494321853,4759.975541919595,3585.1675188223207,1.5863677256630364,232.42335385304418
14950,45508.42115935156,2067.525588996228,1140.6114055889893,2.5676262275534922,542.1296079725547
16633,37501.56518337714,2685.9984668405546,12890.62982267513,0.6262876957132211,453.04144880895007
2029,2879.569826553497,1498.8810040308529,2085.891440607248,2.6184246691523536,73.93719803059146
679,6336.868261541245,4785.591957253521,10109.292888757152,2.7963444753844424,81.62252416054473
3195,17627.54945112911,2637.6505466978015,15543.214449742924,0.9162876355883824,306.1847775565895
12564,28057.157745726912,2204.0824089771586,16514.348238514023,1.415393759388197,481.82145941812126
12977,30670.97216068765,5532.260614411411,11266.607149020752,2.1278372960077014,182.23821949409174
17844,5449.764891074833,2205.220727268187,9302.045116179666,2.946426840526856,156.16293574955358
7858,48031.94208016614,5937.189885375309,1835.7722052436154,2.6654260663085836,201.6361521477658
3275,26713.734100555197,1639.8390954093354,13599.440619447932,2.352322591271832,585.3982176913057
15507,21871.479744183598,7085.667828949734,14910.310416019644,2.8484255223804085,122.74803716524426
11929,9960.333060233439,3101.6889706617353,7804.801879264452,2.955968891254174,135.6835781052991
1781,47566.75244140592,7657.629218811867,10762.413610233349,2.7453234238523576,185.12381523087467
13023,22646.093819506234,7985.542654610485,5072.766288033632,0.9658406783093866,81.54590671192966
1917,6330.380296880378,9859.352443874905,7760.328381547663,2.2846831603656073,34.65984612235229
1240,30911.062536384947,263.71448922857996,11888.034175350636,1.4981667899968214,3894.0792913527175
12248,17832.546398837312,8117.9973075089665,15172.925613510091,2.543408489324368,102.34733059464254
5055,40495.82026546425,4870.708007087482,1195.2795886673373,0.6388157975175114,200.8699293953953
12248,27500.55294351499,1315.0209744928843,9875.599782960844,2.5725972717394106,676.221632866419
19970,5732.110562952495,7601.24241884748,1424.056516179102,1.2361361845093146,20.938240499197796
970,37654.97187537567,751.5099486819008,18020.421589518202,2.4267459722908553,1783.153499411059
10693,15580.997203449022,8690.038742878934,12817.254477378197,0.920528506407243,75.74169277569548
13038,20708.07827870925,6360.540057943939,9600.209242569124,0.621996764218151,117.30202995109786
